괴산 사담리 망개나무 자생지,1434619
괴산 삼방리 마애여래좌상,1434629
괴산 삼방리 삼층석탑,1434663
괴산 수월정,1677831
괴산 외사리 당간지주,1434911
괴산 유기농페스티벌 2019,2619028
괴산 율지리 미선나무 자생지,1436300
괴산 이창훈 고가,1436162
괴산 장담 충신각,1436034
괴산 적석리 소나무,1437066
괴산 정인지 묘소,1678532
괴산 청천리 고가,1437090
괴산군수 관사,1431968
괴산의 자연과 한지체험 코스,1938440
"괴산장 / 괴산산막이시장 (3, 8일)",132010
괴산중학교 구 본관,1432058
괴오름,1918950
교대이층집 시청,2653719
교동 장독대마을,128301
교동 제인당(제인당 풍남동점),2608103
교동가온[한국관광 품질인증/Korea Quality],2049706
교동제비집,2657249
교동짬뽕,2428184
교동짬뽕,2428178
교암 스쿠버리조트,2401972
교암항,2401981
교암해변,125715
교하정,1795686
구 강경성결교회 예배당,946272
구 보성여관 [한국관광 품질인증/Korea Quality],2652716
구 철원제2금융조합 건물지,2405878
"구, 강경공립상업학교 관사",946549
구강서원,1957997
구계서원,1955994
구계서원,1959498
구곡산,127785
구구추어탕,1599466
구녀산,125823
구니서당,1959500
"구담장 / 안동 구담시장 (4, 9일)",132111
구담정사[한국관광 품질인증/Korea Quality],1992020
구덕골 문화예술제 2019,1566776
구덕민속촌,135287
구두리오름,1918984
구드래황토정,801453
구례 콩장,2616166
"구례5일장 / 구례전통시장(3, 8일)",132057
구례문화원,129990
구례삼촌(관광두레 주민사업체),2553063
구례포천사길,2414848
구례향교,1954835
구로G페스티벌 2020,2039869
구로공단 노동자생활체험관,2553960
구로문화원,130893
구로시장,2592394
구룡계곡,126264
구룡레저타운야영장,2396709
구룡령 옛길,2405685
구룡폭포(소금강),125669
구름에 [한국관광 품질인증/Korea Quality],2544095
구름에달가듯이,1373667
구리 농수산물도매시장,1756512
구리 자원회수시설,2462631
구리 코스모스축제 2019,622946
구리타워,129554
구림전통한옥민박,2668091
구만계곡(밀양),126065
구만서원,1958004
구미사랑 페스티벌 2019,2621284
구미센츄리호텔,143052
구미시 낙동강 수상레포츠 체험센터,2501042
구미시 청년페스티벌 2019,2630369
구미시승마장,1750444
구미에코랜드,2500326
"구미장 / 구미 중앙시장 (1, 6일)",1437445
구미횟집,2580489
구봉대산,126601
구봉도 낙조전망대,2615560
구봉산,2396458
구봉산 전망대,2654617
